,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
15050,14737,Female,Asian,Active,ATTORNEY - ATTY,1202,SR ASST CITY ATTY,1983-08-22,0.0,234545.04,234545.04
15646,56150,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1983-08-22,0.0,202473.36,202473.36
314,21180,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1983-11-02,0.0,208027.44,208027.44
18227,49537,Female,Hispanic,Active,ATTORNEY - ATTY,1202,ASST CITY ATTY,1984-04-09,0.0,228260.16,228260.16
2554,52296,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1985-03-27,0.0,191782.8,191782.8
9334,25170,Female,Black,Active,ATTORNEY - ATTY,1202,ASST CITY ATTY,1986-01-27,0.0,228260.16,228260.16
5509,21293,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1986-01-27,0.0,208027.44,208027.44
1076,19021,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1986-05-05,0.0,208027.44,208027.44
9123,24186,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1987-07-06,0.0,202473.36,202473.36
2363,48590,Female,Caucasian,Active,ATTORNEY - ATTY,1202,SR ASST CITY ATTY,1987-07-27,0.0,234545.04,234545.04
5126,30287,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1988-06-13,0.0,197044.56,197044.56
5564,22475,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1988-07-11,0.0,202473.36,202473.36
7641,21698,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1988-08-29,0.0,197044.56,197044.56
13013,53287,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1988-10-28,0.0,208027.44,208027.44
3086,34598,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1988-10-28,0.0,202473.36,202473.36
17755,48388,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1988-10-28,0.0,202473.36,202473.36
1486,35560,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1988-11-15,0.0,213748.56,213748.56
9501,30378,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1989-06-11,0.0,171821.52,171821.52
1738,38601,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1989-10-10,0.0,202473.36,202473.36
6063,53645,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1989-10-10,0.0,202473.36,202473.36
8650,26564,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1989-10-10,0.0,202473.36,202473.36
15845,55443,Female,Other,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1989-10-10,0.0,202473.36,202473.36
18070,49708,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1989-10-10,0.0,197044.56,197044.56
2962,49924,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1989-11-17,0.0,181405.44,181405.44
18161,53727,Female,Caucasian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1991-09-20,0.0,228260.16,228260.16
16134,10955,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1991-09-25,0.0,191782.8,191782.8
16715,31906,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1991-09-30,0.0,197044.56,197044.56
7600,10170,Female,Black,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1991-11-12,0.0,228260.16,228260.16
6316,49192,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1993-09-30,0.0,208027.44,208027.44
2944,46254,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1993-11-03,0.0,197044.56,197044.56
654,22500,Female,Caucasian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1994-09-12,0.0,228260.16,228260.16
17521,28096,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1994-11-01,0.0,197044.56,197044.56
10558,43005,Female,Black,Active,ATTORNEY - ATTY,1202,SR ASST CITY ATTY,1994-12-12,0.0,247615.92,247615.92
677,25771,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1994-12-12,0.0,191782.8,191782.8
9132,23988,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1994-12-12,0.0,191782.8,191782.8
14638,39618,Female,Caucasian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1995-01-03,0.0,222163.2,222163.2
16520,47409,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1995-06-05,0.0,191782.8,191782.8
12037,44700,Female,Asian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1995-06-23,0.0,228260.16,228260.16
91,11484,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1995-06-23,0.0,186395.76,186395.76
9445,27745,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1995-07-05,0.0,181405.44,181405.44
14346,44590,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1995-07-10,0.0,208027.44,208027.44
4289,52897,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1995-07-13,0.0,208027.44,208027.44
13330,57030,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1995-07-13,0.0,181405.44,181405.44
9317,29313,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1995-08-07,0.0,208027.44,208027.44
5074,29396,Female,Caucasian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1995-10-16,0.0,228260.16,228260.16
12719,13815,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1996-07-16,0.0,181405.44,181405.44
4899,30487,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1996-07-22,0.0,213748.56,213748.56
6267,38713,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1996-07-22,0.0,186395.76,186395.76
6268,38713,Female,Caucasian,Active,ATTORNEY - ATTY,1202,COMMISSIONER,1996-07-22,0.0,104400.0,104400.0
4029,35392,Female,Caucasian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1997-01-27,0.0,234545.04,234545.04
5961,35615,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1997-01-27,0.0,208027.44,208027.44
12396,23056,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1997-01-27,0.0,186395.76,186395.76
12764,50934,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1997-01-27,0.0,186395.76,186395.76
5625,23798,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1997-01-27,0.0,181405.44,181405.44
8703,23379,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1997-01-27,0.0,181405.44,181405.44
14757,38812,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1997-03-31,0.0,208027.44,208027.44
2292,23662,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1997-09-02,0.0,197044.56,197044.56
352,18500,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1997-09-02,0.0,186395.76,186395.76
473,20954,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1997-09-02,0.0,181405.44,181405.44
17469,28267,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1997-09-02,0.0,181405.44,181405.44
9109,32370,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1997-10-27,0.0,186395.76,186395.76
16063,56131,Female,American Indian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1997-11-10,0.0,202473.36,202473.36
14869,21760,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1998-02-18,0.0,186395.76,186395.76
11527,53972,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1998-03-30,0.0,186395.76,186395.76
6501,45617,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1998-03-30,0.0,181405.44,181405.44
8193,25558,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1998-03-30,0.0,181405.44,181405.44
16428,30313,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1998-03-30,0.0,181405.44,181405.44
10132,29449,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,1998-11-03,0.0,109745.28,109745.28
5688,44673,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1998-11-16,0.0,186395.76,186395.76
7026,12796,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1998-11-16,0.0,186395.76,186395.76
10197,34902,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1998-11-16,0.0,186395.76,186395.76
10737,40144,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1998-11-16,0.0,186395.76,186395.76
11632,48007,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1998-11-16,0.0,186395.76,186395.76
1197,31283,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-01-29,0.0,186395.76,186395.76
4838,24904,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-01-29,0.0,181405.44,181405.44
8828,28107,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-01-29,0.0,181405.44,181405.44
15251,11311,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1999-02-01,0.0,208027.44,208027.44
3743,56153,Female,Caucasian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1999-02-08,0.0,222163.2,222163.2
17674,46615,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1999-02-16,0.0,197044.56,197044.56
42,17739,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-03-18,0.0,181405.44,181405.44
9152,26031,Female,Asian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1999-10-12,0.0,216212.4,216212.4
7058,12742,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1999-10-12,0.0,197044.56,197044.56
16349,11635,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1999-10-12,0.0,197044.56,197044.56
138,21474,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-10-12,0.0,186395.76,186395.76
9391,25740,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-10-12,0.0,186395.76,186395.76
12433,55264,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-10-12,0.0,186395.76,186395.76
16411,12387,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-10-12,0.0,186395.76,186395.76
4994,32465,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-10-12,0.0,181405.44,181405.44
6299,56482,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-10-12,0.0,181405.44,181405.44
13319,56827,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-10-12,0.0,181405.44,181405.44
16211,51390,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,1999-10-12,0.0,181405.44,181405.44
4939,27128,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2000-04-10,0.0,171821.52,171821.52
13016,52206,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2000-07-24,0.0,181405.44,181405.44
12484,55934,Female,Caucasian,Active,ATTORNEY - ATTY,1202,SR ASST CITY ATTY,2000-07-26,0.0,234545.04,234545.04
12392,54242,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2000-08-14,0.0,171821.52,171821.52
7929,14127,Female,Caucasian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,2000-10-16,0.0,216212.4,216212.4
4973,34389,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,2001-01-22,0.0,186646.32,186646.32
151,12332,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2001-01-22,0.0,186395.76,186395.76
9617,45995,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2001-01-22,0.0,186395.76,186395.76
12740,51422,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2001-01-22,0.0,186395.76,186395.76
8737,23556,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2001-01-22,0.0,176540.4,176540.4
9752,31228,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2001-01-22,0.0,176540.4,176540.4
15451,48060,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,2001-02-26,0.0,197044.56,197044.56
6475,62164,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2001-05-07,0.0,181405.44,181405.44
16798,63900,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2001-06-25,0.0,186395.76,186395.76
12011,63856,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,2001-07-02,0.0,197044.56,197044.56
13324,65019,Female,Black,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,2001-07-16,0.0,234545.04,234545.04
7296,68826,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,2001-09-13,0.0,186646.32,186646.32
18677,71311,Female,Caucasian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,2002-02-19,0.0,228260.16,228260.16
17772,71481,Female,Hispanic,Active,ATTORNEY - ATTY,1202,ASST CITY ATTY,2002-03-01,0.0,216212.4,216212.4
17773,71483,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2002-03-01,0.0,186395.76,186395.76
17769,71474,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2002-03-01,0.0,181405.44,181405.44
17771,71477,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2002-03-01,0.0,181405.44,181405.44
18722,71456,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2002-03-01,0.0,181405.44,181405.44
18721,71454,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2002-03-01,0.0,176540.4,176540.4
19145,73172,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2002-06-20,0.0,181405.44,181405.44
20341,75617,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2002-10-21,0.0,181405.44,181405.44
20160,77631,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2003-01-21,0.0,186395.76,186395.76
20694,78179,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2003-02-17,0.0,181405.44,181405.44
20740,78300,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2003-02-18,0.0,186395.76,186395.76
20765,78704,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2003-03-03,0.0,150001.92,150001.92
20857,79045,Female,Hispanic,Active,ATTORNEY - ATTY,1202,SR ASST CITY ATTY,2003-03-17,0.0,247615.92,247615.92
21342,83714,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,2003-07-28,0.0,208027.44,208027.44
21985,84506,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2003-08-25,0.0,154136.16,154136.16
21070,85145,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,2003-09-29,0.0,186646.32,186646.32
22137,85422,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2003-10-06,0.0,176540.4,176540.4
22992,93277,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2004-11-01,0.0,167207.04,167207.04
22438,96928,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2005-03-21,0.0,167207.04,167207.04
23311,98615,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,2005-05-02,0.0,213748.56,213748.56
23679,101085,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2005-08-02,0.0,154136.16,154136.16
24953,104413,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2005-12-06,0.0,176540.4,176540.4
24772,105792,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2006-01-30,0.0,181405.44,181405.44
25539,106235,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2006-02-13,0.0,145992.96,145992.96
25967,106758,Female,Other,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2006-03-06,0.0,167207.04,167207.04
25968,106759,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2006-03-06,0.0,150001.92,150001.92
25642,280420,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2006-05-02,0.0,181405.44,181405.44
25629,280772,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2006-05-15,0.0,167207.04,167207.04
24395,281250,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2006-05-30,0.0,186395.76,186395.76
26300,284256,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2006-07-31,0.0,142088.4,142088.4
26442,288410,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2006-10-30,0.0,171821.52,171821.52
4370,16617,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-01-02,0.0,171821.52,171821.52
27653,291916,Female,Other,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-01-08,0.0,176540.4,176540.4
27534,157524,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-02-05,0.0,186395.76,186395.76
27132,295018,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY II,2007-03-12,0.0,138559.68,138559.68
27266,296244,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-04-02,0.0,150001.92,150001.92
28200,296786,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-04-16,0.0,181405.44,181405.44
28202,296788,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-04-23,0.0,171821.52,171821.52
28503,297208,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-05-04,0.0,154136.16,154136.16
28502,297207,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-05-07,0.0,162738.72,162738.72
28071,298699,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,2007-06-01,0.0,181656.0,181656.0
28512,224448,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-07-16,0.0,162738.72,162738.72
28723,301363,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-07-23,0.0,142088.4,142088.4
29513,301955,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,2007-08-13,0.0,202473.36,202473.36
29064,302334,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY II,2007-08-27,0.0,138559.68,138559.68
28971,305145,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2007-11-05,0.0,150001.92,150001.92
30424,123417,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY II,2008-01-02,0.0,138559.68,138559.68
30600,307840,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2008-01-07,0.0,145992.96,145992.96
29820,308141,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY II,2008-01-22,0.0,138559.68,138559.68
29885,309356,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2008-02-22,0.0,150001.92,150001.92
20654,77856,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2008-04-29,0.0,176540.4,176540.4
31136,315116,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2008-07-14,0.0,150001.92,150001.92
23565,100191,Female,Filipino,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2008-07-28,0.0,150001.92,150001.92
31323,317237,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,2008-09-02,0.0,172072.08,172072.08
31274,319337,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2008-10-27,0.0,186395.76,186395.76
31306,320564,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2008-12-01,0.0,162738.72,162738.72
30652,321061,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY II,2008-12-08,0.0,138559.68,138559.68
29547,321469,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2008-12-29,0.0,181405.44,181405.44
14529,29567,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY II,2009-01-12,0.0,138559.68,138559.68
35086,358109,Female,Asian,Active,ATTORNEY - ATTY,1202,EXEC ASST CITY ATTORNEY,2013-07-01,0.0,260415.36,260415.36
35831,153069,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2014-02-03,0.0,171821.52,171821.52
35815,362557,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY II,2014-02-18,0.0,138559.68,138559.68
35920,362923,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2014-03-03,0.0,171821.52,171821.52
35875,362969,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2014-03-05,0.0,167207.04,167207.04
36009,363774,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2014-04-14,0.0,112752.0,112752.0
11161,37325,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2014-04-28,0.0,145992.96,145992.96
36090,364296,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2014-04-28,0.0,112752.0,112752.0
36250,119652,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2014-05-01,0.0,145992.96,145992.96
36219,364586,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY II,2014-05-05,0.0,134863.92,134863.92
36216,364577,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2014-05-05,0.0,109745.28,109745.28
36252,364951,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2014-05-19,0.0,106801.2,106801.2
36253,364952,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2014-05-21,0.0,115863.12,115863.12
36423,365738,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2014-06-16,0.0,115863.12,115863.12
37020,367825,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2014-09-22,0.0,150001.92,150001.92
36969,367847,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2014-09-29,0.0,171821.52,171821.52
36970,367848,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2014-09-29,0.0,145992.96,145992.96
37242,368526,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2014-11-12,0.0,115863.12,115863.12
37214,368887,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2014-12-01,0.0,171821.52,171821.52
32141,330772,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2015-01-04,0.0,103940.64,103940.64
37519,369365,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2015-01-20,0.0,142088.4,142088.4
37478,369521,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY II,2015-01-26,0.0,111540.96,111540.96
37556,369392,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2015-01-26,0.0,106801.2,106801.2
37543,369635,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2015-02-05,0.0,106801.2,106801.2
37629,369788,Female,Asian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2015-02-09,0.0,106801.2,106801.2
38733,373044,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2015-06-29,0.0,158374.8,158374.8
39096,373488,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2015-07-15,0.0,106801.2,106801.2
39141,373749,Female,Black,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,2015-08-03,0.0,210428.64,210428.64
39216,373914,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY II,2015-08-10,0.0,138559.68,138559.68
39484,374094,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2015-08-31,0.0,167207.04,167207.04
39481,374091,Female,Black,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY I,2015-08-31,0.0,106801.2,106801.2
39431,374296,Female,Caucasian,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY III,2015-09-08,0.0,158374.8,158374.8
