,FullName,SegmentID,CD,CS_RoundSc_Q1_2016,CS_RoundSc_Q4_2016,CS_RoundSc_Q4_2017,Miles,SanDist,LAPD_Grid,Cat_Q1_2016,Cat_Q4_2016,Cat_Q4_2017
0,,1,1,0,1,1,0.001536432480444,NC,101,Not Evaluated,Clean,Clean
1,,2,1,1,1,1,0.021824525468355,NC,101,Clean,Clean,Clean
2,,3,14,1,1,1,0.001185360023783,NC,111,Clean,Clean,Clean
3,,5,14,1,1,1,0.043657679724812,NC,111,Clean,Clean,Clean
4,,7,1,1,1,1,0.009929734388737,NC,111,Clean,Clean,Clean
5,,9,14,0,1,1,0.019282468705593,0,119,Not Evaluated,Clean,Clean
6,,10,14,0,1,1,0.230154763127474,0,119,Not Evaluated,Clean,Clean
7,,13,14,0,1,1,0.044172712982971,0,141,Not Evaluated,Clean,Clean
8,,15,14,0,1,1,0.015476536056872,0,141,Not Evaluated,Clean,Clean
9,,16,14,0,1,1,0.016818898065395,0,141,Not Evaluated,Clean,Clean
10,,19,14,2,1,1,0.188654778793711,NC,159,Somewhat Clean,Clean,Clean
11,,20,14,0,1,1,0.126135650833243,0,159,Not Evaluated,Clean,Clean
12,,31,13,1,1,1,0.004731966426485,NC,204,Clean,Clean,Clean
13,,32,13,1,1,1,0.009925692708343,NC,204,Clean,Clean,Clean
14,,33,13,1,1,1,0.003791293994911,NC,204,Clean,Clean,Clean
15,,42,1,0,1,1,0.149131339380518,0,238,Not Evaluated,Clean,Clean
16,,43,1,0,1,1,0.148205846320584,0,238,Not Evaluated,Clean,Clean
17,,44,1,0,1,1,0.170664158225471,0,238,Not Evaluated,Clean,Clean
18,,45,1,0,1,1,0.068389430010116,0,238,Not Evaluated,Clean,Clean
19,,46,1,0,1,1,0.107964629494745,0,239,Not Evaluated,Clean,Clean
20,,47,1,0,1,1,0.10791548624507,0,239,Not Evaluated,Clean,Clean
21,,49,1,1,1,1,0.008912685212027,NC,241,Clean,Clean,Clean
22,,51,1,1,1,1,0.013164987617304,NC,241,Clean,Clean,Clean
23,,52,1,1,1,1,0.00590298880231,NC,249,Clean,Clean,Clean
24,,53,1,0,1,1,0.100770383662427,0,249,Not Evaluated,Clean,Clean
25,,54,1,0,1,1,0.126339051446173,0,249,Not Evaluated,Clean,Clean
26,,55,1,1,1,1,0.01061491734232,NC,251,Clean,Clean,Clean
27,,56,1,0,1,1,0.008355886958369,0,261,Not Evaluated,Clean,Clean
28,,57,1,1,1,1,0.005852773697526,NC,261,Clean,Clean,Clean
29,,59,1,0,1,1,0.11607990067318,0,269,Not Evaluated,Clean,Clean
30,,62,1,0,1,1,0.009431283357923,0,271,Not Evaluated,Clean,Clean
31,,68,1,1,1,1,0.003312331566082,NC,279,Clean,Clean,Clean
32,,69,1,0,1,1,0.004938531288021,0,279,Not Evaluated,Clean,Clean
33,,70,1,1,1,1,0.004498627006936,NC,279,Clean,Clean,Clean
34,,72,1,0,1,1,0.012943014851917,0,281,Not Evaluated,Clean,Clean
35,,73,1,1,1,1,0.007324800053372,SC,295,Clean,Clean,Clean
36,,77,10,0,1,1,0.138470624342195,0,311,Not Evaluated,Clean,Clean
37,,78,10,0,1,1,0.02962209323527,0,311,Not Evaluated,Clean,Clean
38,,79,10,1,1,1,0.140017255733739,WLA,311,Clean,Clean,Clean
39,,80,10,0,1,1,0.051778454619558,0,311,Not Evaluated,Clean,Clean
40,,81,10,0,1,1,0.073787527395885,0,311,Not Evaluated,Clean,Clean
41,,82,10,0,1,1,0.092927884465687,0,311,Not Evaluated,Clean,Clean
42,,86,9,2,1,1,0.149928992518884,SC,319,Somewhat Clean,Clean,Clean
43,,87,1,1,1,1,0.004867790127933,SC,319,Clean,Clean,Clean
44,,90,10,1,1,1,0.006943340184217,SC,333,Clean,Clean,Clean
45,,91,10,1,1,1,0.013371477264058,SC,336,Clean,Clean,Clean
46,,100,10,1,1,1,0.040243235123936,SC,373,Clean,Clean,Clean
47,,101,10,1,1,1,0.012282851573528,SC,373,Clean,Clean,Clean
48,,103,8,1,1,1,0.065359471974016,SC,391,Clean,Clean,Clean
49,,104,8,1,1,1,0.132872943402285,SC,391,Clean,Clean,Clean
50,,105,8,1,1,1,0.084559834504858,SC,391,Clean,Clean,Clean
51,,106,8,1,1,2,0.068690386617012,SC,391,Clean,Clean,Somewhat Clean
52,,107,8,1,1,1,0.068421006549172,SC,391,Clean,Clean,Clean
53,,108,8,1,1,1,0.055790292086313,SC,391,Clean,Clean,Clean
54,,109,8,1,1,1,0.053700649410342,SC,391,Clean,Clean,Clean
55,,110,10,1,2,1,0.335660713762161,SC,391,Clean,Somewhat Clean,Clean
56,,111,8,1,1,1,0.081080430234875,SC,391,Clean,Clean,Clean
57,,112,8,1,1,1,0.11191475666098,SC,391,Clean,Clean,Clean
58,,113,8,1,1,1,0.092236050530779,SC,391,Clean,Clean,Clean
59,,120,8,1,1,1,0.044994233216074,SC,393,Clean,Clean,Clean
60,,121,8,0,2,1,0.22527731151922,0,393,Not Evaluated,Somewhat Clean,Clean
61,,124,14,0,1,1,0.090492970134257,0,406,Not Evaluated,Clean,Clean
62,,133,14,2,1,1,0.024866244140262,NC,408,Somewhat Clean,Clean,Clean
63,,134,14,2,1,2,0.070614493761236,NC,408,Somewhat Clean,Clean,Somewhat Clean
64,,135,14,1,1,2,0.100846451396818,NC,408,Clean,Clean,Somewhat Clean
65,,136,14,1,1,1,0.033400823386899,NC,408,Clean,Clean,Clean
66,,138,14,2,1,2,0.10064175131518,NC,408,Somewhat Clean,Clean,Somewhat Clean
67,,141,14,2,1,1,0.005408000531667,NC,409,Somewhat Clean,Clean,Clean
68,,144,1,0,1,1,0.115283478351335,0,413,Not Evaluated,Clean,Clean
69,,145,1,2,1,1,0.046696574121028,NC,416,Somewhat Clean,Clean,Clean
70,,146,1,0,1,1,0.066247000162092,0,416,Not Evaluated,Clean,Clean
71,,153,14,0,1,1,0.107778781159823,0,418,Not Evaluated,Clean,Clean
72,,156,1,0,1,1,0.060286528434065,0,423,Not Evaluated,Clean,Clean
73,,157,1,0,1,1,0.030793603617712,0,423,Not Evaluated,Clean,Clean
74,,158,1,0,1,1,0.07232476947182,0,423,Not Evaluated,Clean,Clean
75,,159,1,0,1,1,0.038274829391984,0,423,Not Evaluated,Clean,Clean
76,,160,14,0,1,1,0.10008940557113,0,423,Not Evaluated,Clean,Clean
77,,163,1,2,1,1,0.084527430077873,NC,424,Somewhat Clean,Clean,Clean
78,,184,14,2,1,1,0.069542569210378,NC,438,Somewhat Clean,Clean,Clean
79,,185,14,3,1,1,0.411440391383621,NC,438,Not Clean,Clean,Clean
80,,186,14,2,1,1,0.123219151856543,NC,438,Somewhat Clean,Clean,Clean
81,,187,14,2,1,1,0.075080265643888,NC,438,Somewhat Clean,Clean,Clean
82,,188,14,2,1,1,0.069769241805939,NC,438,Somewhat Clean,Clean,Clean
83,,191,14,0,1,1,0.048572166899222,0,439,Not Evaluated,Clean,Clean
84,,192,14,0,1,1,0.010000789870378,0,439,Not Evaluated,Clean,Clean
85,,193,14,0,1,1,0.041179869592858,0,439,Not Evaluated,Clean,Clean
86,,195,14,1,1,1,0.01697807182593,NC,439,Clean,Clean,Clean
87,,197,14,1,1,1,0.010191910933968,NC,443,Clean,Clean,Clean
88,,198,14,1,1,1,0.073196539236031,NC,445,Clean,Clean,Clean
89,,199,14,1,1,1,0.058938954274004,NC,445,Clean,Clean,Clean
90,,200,14,1,1,1,0.004281598713473,NC,448,Clean,Clean,Clean
91,,202,14,1,1,1,0.072421233455368,NC,448,Clean,Clean,Clean
92,,203,14,1,1,1,0.002661694033337,NC,449,Clean,Clean,Clean
93,,204,14,1,1,1,0.001676390959496,NC,449,Clean,Clean,Clean
94,,205,14,1,1,1,0.002843662930863,NC,449,Clean,Clean,Clean
95,,206,14,0,1,1,0.053007939580755,0,451,Not Evaluated,Clean,Clean
96,,207,14,0,1,1,0.010167210370756,0,451,Not Evaluated,Clean,Clean
97,,209,14,0,1,1,0.060961874905777,0,451,Not Evaluated,Clean,Clean
98,,211,14,2,1,1,0.0067760235748,NC,457,Somewhat Clean,Clean,Clean
99,,213,14,3,2,3,0.092875901169686,NC,457,Not Clean,Somewhat Clean,Not Clean
100,,228,14,0,1,1,0.168273051066221,0,471,Not Evaluated,Clean,Clean
101,,230,14,0,1,1,0.056317470310593,0,471,Not Evaluated,Clean,Clean
102,,231,14,0,1,1,0.081329796386555,0,471,Not Evaluated,Clean,Clean
103,,232,14,2,1,1,0.080555069850776,NC,478,Somewhat Clean,Clean,Clean
104,,233,14,0,1,1,0.079841573484291,0,478,Not Evaluated,Clean,Clean
105,,234,14,0,1,1,0.103854971571118,0,478,Not Evaluated,Clean,Clean
106,,236,14,0,1,1,0.097995759188313,0,478,Not Evaluated,Clean,Clean
107,,237,14,2,1,1,0.001418938908865,NC,478,Somewhat Clean,Clean,Clean
108,,238,14,0,1,1,0.002558896592792,0,478,Not Evaluated,Clean,Clean
109,,248,14,0,1,1,0.009678278927632,0,499,Not Evaluated,Clean,Clean
110,,254,15,1,1,1,0.247895249513585,HB,504,Clean,Clean,Clean
111,,255,15,1,1,1,0.259208906549428,HB,505,Clean,Clean,Clean
112,,256,15,0,1,1,0.069043618256947,0,508,Not Evaluated,Clean,Clean
113,,257,15,0,1,1,0.244855393167164,0,508,Not Evaluated,Clean,Clean
114,,264,15,2,1,1,0.092244187119812,HB,514,Somewhat Clean,Clean,Clean
115,,266,15,0,1,1,0.122839866274477,0,514,Not Evaluated,Clean,Clean
116,,267,15,0,1,1,0.071258012887535,0,514,Not Evaluated,Clean,Clean
117,,268,15,0,1,1,0.004276028336789,0,514,Not Evaluated,Clean,Clean
118,,269,15,0,1,1,0.022470787782106,0,514,Not Evaluated,Clean,Clean
119,,270,15,0,1,1,0.031177109710411,0,514,Not Evaluated,Clean,Clean
120,,272,15,0,1,1,0.035230886581557,0,514,Not Evaluated,Clean,Clean
121,,273,15,0,1,1,0.077880553632692,0,514,Not Evaluated,Clean,Clean
122,,274,15,0,1,1,0.142317966669019,0,514,Not Evaluated,Clean,Clean
123,,291,15,2,1,1,0.205284156667684,HB,517,Somewhat Clean,Clean,Clean
124,,296,15,0,1,1,0.294847440668544,0,517,Not Evaluated,Clean,Clean
125,,301,15,0,1,1,0.078874996518668,0,517,Not Evaluated,Clean,Clean
126,,302,15,0,1,1,0.068869414407568,0,517,Not Evaluated,Clean,Clean
127,,305,15,1,1,1,0.064400547615651,HB,518,Clean,Clean,Clean
128,,306,15,2,1,2,0.183360600837205,HB,518,Somewhat Clean,Clean,Somewhat Clean
129,,308,15,1,1,1,0.026819094377841,HB,518,Clean,Clean,Clean
130,,309,15,2,1,1,0.124405681163201,HB,518,Somewhat Clean,Clean,Clean
131,,310,15,1,1,1,0.024214832562165,HB,518,Clean,Clean,Clean
132,,363,15,1,1,1,0.036460647538782,HB,522,Clean,Clean,Clean
133,,364,15,2,1,1,0.087525520643146,HB,522,Somewhat Clean,Clean,Clean
134,,365,15,1,1,1,0.037415381769308,HB,522,Clean,Clean,Clean
135,,367,15,1,1,1,0.038644280379011,HB,522,Clean,Clean,Clean
136,,382,15,0,1,1,0.198785036393101,0,522,Not Evaluated,Clean,Clean
137,,412,15,1,1,1,0.100194760144574,HB,524,Clean,Clean,Clean
138,,430,15,0,1,1,0.100368018024169,0,525,Not Evaluated,Clean,Clean
139,,431,15,2,1,1,0.037148055670697,HB,525,Somewhat Clean,Clean,Clean
140,,435,15,1,1,2,0.037167334857364,HB,525,Clean,Clean,Somewhat Clean
141,,436,15,1,1,1,0.0398179600135,HB,525,Clean,Clean,Clean
142,,441,15,2,1,1,0.037028317113429,HB,525,Somewhat Clean,Clean,Clean
143,,482,15,3,3,1,0.143261084754959,HB,532,Not Clean,Not Clean,Clean
144,,497,15,1,1,1,0.021100231210803,HB,551,Clean,Clean,Clean
145,,508,15,2,2,1,0.071702144774089,HB,555,Somewhat Clean,Somewhat Clean,Clean
146,,509,15,2,1,1,0.031638165862598,HB,555,Somewhat Clean,Clean,Clean
147,,510,15,2,1,1,0.062986870227175,HB,555,Somewhat Clean,Clean,Clean
148,,517,15,3,1,1,0.030398213879477,HB,555,Not Clean,Clean,Clean
149,,535,15,0,1,1,0.129583958469923,0,557,Not Evaluated,Clean,Clean
150,,556,15,2,1,1,0.129975858964833,HB,557,Somewhat Clean,Clean,Clean
151,,559,15,0,1,1,0.099264943653665,0,557,Not Evaluated,Clean,Clean
152,,566,15,2,1,1,0.056705497735117,HB,557,Somewhat Clean,Clean,Clean
153,,574,15,2,1,1,0.102562445686787,HB,557,Somewhat Clean,Clean,Clean
154,,575,15,2,1,1,0.027203561697645,HB,558,Somewhat Clean,Clean,Clean
155,,611,15,2,1,2,0.074504164142329,HB,558,Somewhat Clean,Clean,Somewhat Clean
156,,615,15,0,1,1,0.10054826726106,0,558,Not Evaluated,Clean,Clean
157,,617,15,0,1,1,0.212338011412168,0,558,Not Evaluated,Clean,Clean
158,,618,15,0,1,1,0.636522750054607,0,559,Not Evaluated,Clean,Clean
159,,619,15,0,1,1,1.21789515765072,0,559,Not Evaluated,Clean,Clean
160,,620,15,0,1,1,0.251875054288062,0,559,Not Evaluated,Clean,Clean
161,,623,15,1,1,1,0.070931139320625,HB,561,Clean,Clean,Clean
162,,626,15,1,1,1,0.135106371994434,HB,564,Clean,Clean,Clean
163,,627,15,1,1,1,0.126550555583294,HB,564,Clean,Clean,Clean
164,,628,15,0,1,1,0.163620552768019,0,564,Not Evaluated,Clean,Clean
165,,675,15,0,1,1,0.063419856794029,0,566,Not Evaluated,Clean,Clean
166,,751,15,2,1,1,0.473220508000984,HB,581,Somewhat Clean,Clean,Clean
167,,752,15,1,1,1,0.151873930929698,HB,581,Clean,Clean,Clean
168,,753,15,0,1,1,0.015692145174011,0,581,Not Evaluated,Clean,Clean
169,,754,15,0,1,1,0.04957730014866,0,581,Not Evaluated,Clean,Clean
170,,755,15,0,1,1,0.06116308169913,0,581,Not Evaluated,Clean,Clean
171,,756,15,0,1,1,0.02019929252275,0,581,Not Evaluated,Clean,Clean
172,,757,15,0,1,1,0.204461206703714,0,581,Not Evaluated,Clean,Clean
173,,758,15,0,1,1,0.013311148558723,0,581,Not Evaluated,Clean,Clean
174,,759,15,0,1,1,0.018547535999184,0,581,Not Evaluated,Clean,Clean
175,,760,15,0,1,1,0.018450187958137,0,581,Not Evaluated,Clean,Clean
176,,761,15,0,1,1,0.211822507541204,0,581,Not Evaluated,Clean,Clean
177,,762,15,0,1,1,0.06170358841639,0,581,Not Evaluated,Clean,Clean
178,,763,15,0,1,1,0.031676690936184,0,581,Not Evaluated,Clean,Clean
179,,764,15,0,1,1,0.038937886548514,0,583,Not Evaluated,Clean,Clean
180,,765,15,0,1,1,0.20597418449005,0,583,Not Evaluated,Clean,Clean
181,,766,15,0,1,1,0.644120023293406,0,583,Not Evaluated,Clean,Clean
182,,767,15,0,1,1,0.104846896684918,0,583,Not Evaluated,Clean,Clean
183,,768,15,1,1,1,0.031907678647535,HB,583,Clean,Clean,Clean
184,,769,15,1,1,1,0.104037596047194,HB,583,Clean,Clean,Clean
185,,784,15,1,1,1,0.030948384202463,HB,583,Clean,Clean,Clean
186,,785,15,0,1,1,0.351078301943986,0,584,Not Evaluated,Clean,Clean
187,,786,15,0,1,1,0.047803708046678,0,584,Not Evaluated,Clean,Clean
188,,787,15,0,1,1,0.056007352428436,0,584,Not Evaluated,Clean,Clean
189,,788,15,0,1,1,0.054232818592249,0,584,Not Evaluated,Clean,Clean
190,,789,15,0,1,1,0.028472480154442,0,584,Not Evaluated,Clean,Clean
191,,790,15,0,1,1,0.08744928980594,0,584,Not Evaluated,Clean,Clean
192,,791,15,0,1,1,0.06133724124072,0,584,Not Evaluated,Clean,Clean
193,,792,15,1,1,1,0.058732420223041,HB,584,Clean,Clean,Clean
194,,793,15,1,1,1,0.117462330790337,HB,584,Clean,Clean,Clean
195,,794,15,0,1,1,0.041586316524293,0,584,Not Evaluated,Clean,Clean
196,,795,15,0,1,1,0.045269697648588,0,584,Not Evaluated,Clean,Clean
197,,802,15,0,1,1,0.101423379620226,0,589,Not Evaluated,Clean,Clean
198,,805,15,0,1,1,0.137252114756023,0,589,Not Evaluated,Clean,Clean
199,,806,15,0,1,1,0.074375147622553,0,589,Not Evaluated,Clean,Clean
200,,807,15,0,1,1,0.023206358311617,0,589,Not Evaluated,Clean,Clean
201,,808,15,0,1,1,0.026729803159974,0,589,Not Evaluated,Clean,Clean
202,,809,15,0,1,1,0.021402308984646,0,589,Not Evaluated,Clean,Clean
203,,810,15,0,1,1,0.023134952139303,0,589,Not Evaluated,Clean,Clean
204,,811,15,0,1,1,0.010701128285076,HB,589,Not Evaluated,Clean,Clean
205,,812,15,0,1,1,0.050119596480694,0,589,Not Evaluated,Clean,Clean
206,,813,15,0,1,1,0.085577684154661,0,589,Not Evaluated,Clean,Clean
207,,814,15,0,1,1,0.017226380111303,0,589,Not Evaluated,Clean,Clean
208,,816,4,1,1,1,0.056614296138164,EV,615,Clean,Clean,Clean
209,,817,4,1,1,1,0.304648962785829,EV,615,Clean,Clean,Clean
210,,818,4,0,1,1,0.104985329011404,0,615,Not Evaluated,Clean,Clean
211,,819,4,1,1,1,0.013798229639193,EV,615,Clean,Clean,Clean
212,,822,4,0,1,1,0.150392542197763,0,621,Not Evaluated,Clean,Clean
213,,824,4,0,1,1,0.068711234345243,0,621,Not Evaluated,Clean,Clean
214,,825,4,0,1,1,0.187405627966317,0,621,Not Evaluated,Clean,Clean
215,,826,4,1,1,1,0.022274342142011,NC,627,Clean,Clean,Clean
216,,827,4,1,1,1,0.01775497304658,NC,627,Clean,Clean,Clean
217,,828,4,0,1,1,0.060732687757181,0,629,Not Evaluated,Clean,Clean
218,,829,4,0,1,1,0.049842191679032,0,629,Not Evaluated,Clean,Clean
219,,830,4,0,1,1,0.029637676782891,0,629,Not Evaluated,Clean,Clean
220,,833,4,1,1,1,0.120139423744552,WLA,632,Clean,Clean,Clean
221,,834,4,1,1,1,0.026514553738997,WLA,632,Clean,Clean,Clean
222,,835,4,1,1,1,0.024233740513865,WLA,632,Clean,Clean,Clean
223,,836,4,1,1,1,0.124678273574709,WLA,632,Clean,Clean,Clean
224,,838,4,1,1,1,0.036470871481408,WLA,632,Clean,Clean,Clean
225,,839,4,1,1,1,0.021303751861707,WLA,632,Clean,Clean,Clean
226,,840,4,1,1,1,0.050858603409357,WLA,632,Clean,Clean,Clean
227,,841,4,1,1,1,0.016699135399469,WLA,632,Clean,Clean,Clean
228,,845,13,1,1,1,0.062655647249896,NC,637,Clean,Clean,Clean
229,,848,13,0,1,1,0.043811917930528,0,679,Not Evaluated,Clean,Clean
230,,850,5,2,1,1,0.10338516235028,WLA,701,Somewhat Clean,Clean,Clean
231,,864,5,0,1,1,0.029881058640162,0,721,Not Evaluated,Clean,Clean
232,,866,5,1,1,1,0.041923401115892,WLA,722,Clean,Clean,Clean
233,,867,5,1,1,1,0.036968012156581,WLA,722,Clean,Clean,Clean
234,,868,5,1,1,1,0.028010008230816,WLA,722,Clean,Clean,Clean
235,,869,5,1,1,1,0.039304088512582,WLA,722,Clean,Clean,Clean
236,,873,4,1,1,1,0.013262714276478,NC,749,Clean,Clean,Clean
237,,874,10,1,1,1,0.009126415030197,WLA,773,Clean,Clean,Clean
238,,878,10,1,1,1,0.019193771751975,WLA,773,Clean,Clean,Clean
239,,879,10,2,1,1,0.020712318346532,WLA,773,Somewhat Clean,Clean,Clean
240,,880,10,2,1,1,0.02775319609237,WLA,782,Somewhat Clean,Clean,Clean
241,,881,10,2,1,1,0.218765067307449,WLA,782,Somewhat Clean,Clean,Clean
242,,883,10,2,1,1,0.003819292923491,WLA,782,Somewhat Clean,Clean,Clean
243,,884,10,2,1,1,0.009247844552155,WLA,782,Somewhat Clean,Clean,Clean
244,,900,11,0,1,1,0.123183532732985,0,802,Not Evaluated,Clean,Clean
245,,903,11,0,1,1,0.686689475689395,0,802,Not Evaluated,Clean,Clean
246,,907,11,1,1,1,0.006599815700489,WLA,803,Clean,Clean,Clean
247,,912,11,0,1,1,0.058268426888208,0,803,Not Evaluated,Clean,Clean
248,,913,11,0,1,1,0.127703904565337,0,803,Not Evaluated,Clean,Clean
249,,914,11,0,1,1,0.083227946138636,0,803,Not Evaluated,Clean,Clean
250,,915,11,0,1,1,0.055443999564862,0,803,Not Evaluated,Clean,Clean
251,,916,11,0,1,1,0.031468567468637,0,803,Not Evaluated,Clean,Clean
252,,917,11,0,1,1,0.808986564814203,0,803,Not Evaluated,Clean,Clean
253,,918,11,0,1,1,0.039875254650653,0,803,Not Evaluated,Clean,Clean
254,,919,11,0,1,1,0.039301972830092,0,803,Not Evaluated,Clean,Clean
255,,920,11,0,1,1,0.058688372469758,0,803,Not Evaluated,Clean,Clean
256,,956,5,0,1,1,0.046337948502576,0,805,Not Evaluated,Clean,Clean
257,,957,5,0,1,1,0.032819432349638,0,805,Not Evaluated,Clean,Clean
258,,958,5,0,1,1,0.043948521469766,0,805,Not Evaluated,Clean,Clean
259,,959,5,0,1,1,0.089089722346377,0,805,Not Evaluated,Clean,Clean
260,,960,5,0,1,1,0.102472289277254,0,805,Not Evaluated,Clean,Clean
261,,961,5,0,1,1,0.186030161994917,0,805,Not Evaluated,Clean,Clean
262,,962,5,0,1,1,0.031941871990947,0,805,Not Evaluated,Clean,Clean
263,,963,5,0,1,1,0.053163800112975,0,805,Not Evaluated,Clean,Clean
264,,964,5,0,1,1,0.039201035587422,0,805,Not Evaluated,Clean,Clean
265,,965,5,0,1,1,0.133570170546424,0,805,Not Evaluated,Clean,Clean
266,,966,5,0,1,1,0.007372621484453,0,805,Not Evaluated,Clean,Clean
267,,967,5,1,1,1,0.01008643708364,WLA,805,Clean,Clean,Clean
268,,968,5,1,1,1,0.008820329037736,WLA,805,Clean,Clean,Clean
269,,969,5,0,1,1,0.077060802188882,0,805,Not Evaluated,Clean,Clean
270,,971,5,0,1,1,0.051238932376264,0,805,Not Evaluated,Clean,Clean
271,,972,5,0,1,1,0.02548918253886,0,805,Not Evaluated,Clean,Clean
272,,973,5,1,1,1,0.011106292601208,WLA,805,Clean,Clean,Clean
273,,975,5,0,1,1,0.031998972065608,0,805,Not Evaluated,Clean,Clean
274,,976,5,0,1,1,0.141947986268686,0,805,Not Evaluated,Clean,Clean
275,,977,5,0,1,1,0.022515432501753,0,805,Not Evaluated,Clean,Clean
276,,978,5,0,1,1,0.111392878782867,0,805,Not Evaluated,Clean,Clean
277,,979,5,1,1,1,0.013894572441521,WLA,805,Clean,Clean,Clean
278,,980,5,1,1,1,0.011725104020779,EV,805,Clean,Clean,Clean
279,,981,5,1,1,1,0.028982903629929,WLA,805,Clean,Clean,Clean
280,,982,5,1,1,1,0.006738063631736,EV,805,Clean,Clean,Clean
281,,983,5,0,1,1,0.007737910191646,0,805,Not Evaluated,Clean,Clean
282,,984,5,0,1,1,0.006614701910496,0,805,Not Evaluated,Clean,Clean
283,,985,5,0,1,1,0.008919515293239,0,805,Not Evaluated,Clean,Clean
284,,986,5,0,1,1,0.006262486913648,0,805,Not Evaluated,Clean,Clean
285,,987,5,0,1,1,0.010721112994706,0,805,Not Evaluated,Clean,Clean
286,,988,5,0,1,1,0.076931983071341,0,805,Not Evaluated,Clean,Clean
287,,989,5,0,1,1,0.104873948710234,0,805,Not Evaluated,Clean,Clean
288,,1000,5,0,1,1,0.219104732994412,0,807,Not Evaluated,Clean,Clean
289,,1001,5,0,1,1,0.172310745113757,0,807,Not Evaluated,Clean,Clean
290,,1004,5,0,1,1,0.093324079292235,0,807,Not Evaluated,Clean,Clean
291,,1005,5,1,1,1,0.036914960625682,WLA,807,Clean,Clean,Clean
292,,1006,5,0,1,1,0.163499938165239,0,807,Not Evaluated,Clean,Clean
293,,1007,5,0,1,1,0.106257777137912,0,807,Not Evaluated,Clean,Clean
294,,1008,5,0,1,1,0.210682802984512,0,807,Not Evaluated,Clean,Clean
295,,1009,5,2,1,1,0.229974810653632,EV,807,Somewhat Clean,Clean,Clean
296,,1067,11,1,1,1,0.003251213974599,WLA,812,Clean,Clean,Clean
297,,1069,11,0,1,1,0.070010793689421,0,812,Not Evaluated,Clean,Clean
298,,1070,11,0,1,1,0.007045307853029,0,812,Not Evaluated,Clean,Clean
299,,1071,11,0,1,1,0.065397395757259,0,812,Not Evaluated,Clean,Clean
300,,1072,11,0,1,1,0.044796004451303,0,812,Not Evaluated,Clean,Clean
301,,1073,11,0,1,1,0.140994366265361,0,812,Not Evaluated,Clean,Clean
302,,1074,11,0,1,1,0.019272373306772,0,812,Not Evaluated,Clean,Clean
303,,1075,11,0,1,1,0.034332946462483,0,812,Not Evaluated,Clean,Clean
304,,1076,11,0,1,1,0.013981449829014,0,812,Not Evaluated,Clean,Clean
305,,1077,11,0,1,1,0.016391492229026,0,812,Not Evaluated,Clean,Clean
306,,1078,11,0,1,1,0.047786400473792,0,812,Not Evaluated,Clean,Clean
307,,1079,11,0,1,1,0.027661514171774,0,812,Not Evaluated,Clean,Clean
308,,1109,11,1,1,1,0.034773874683669,WLA,823,Clean,Clean,Clean
309,,1113,11,1,1,1,0.101182779725799,WLA,823,Clean,Clean,Clean
310,,1116,11,1,1,1,0.006703012651002,WLA,823,Clean,Clean,Clean
311,,1118,11,1,1,1,0.018133548216575,WLA,825,Clean,Clean,Clean
312,,1119,11,1,1,1,0.012047331384605,WLA,825,Clean,Clean,Clean
313,,1120,11,1,1,1,0.047377530602439,WLA,825,Clean,Clean,Clean
314,,1121,11,1,1,1,0.005634054301407,WLA,825,Clean,Clean,Clean
315,,1122,11,1,1,1,0.005118703347663,WLA,825,Clean,Clean,Clean
316,,1123,11,1,1,1,0.017314697215691,WLA,825,Clean,Clean,Clean
317,,1124,11,0,1,1,0.029900592013927,0,826,Not Evaluated,Clean,Clean
318,,1125,11,0,1,1,0.011905944167277,0,826,Not Evaluated,Clean,Clean
319,,1126,11,0,1,1,0.013294731402921,0,826,Not Evaluated,Clean,Clean
320,,1182,5,1,1,1,0.121279470805509,WLA,854,Clean,Clean,Clean
321,,1184,5,1,1,1,0.061610877618027,WLA,857,Clean,Clean,Clean
322,,1185,5,1,2,1,0.120484472099319,WLA,857,Clean,Somewhat Clean,Clean
323,,1188,5,1,1,1,0.004832032445049,WLA,858,Clean,Clean,Clean
324,,1190,5,1,1,1,0.013900658589543,WLA,883,Clean,Clean,Clean
325,,1191,5,1,1,1,0.036823902496561,WLA,883,Clean,Clean,Clean
326,,1195,11,1,1,1,0.004088935784313,WLA,891,Clean,Clean,Clean
327,,1197,10,0,1,1,0.051281704050572,0,899,Not Evaluated,Clean,Clean
328,,1198,6,1,1,1,0.005307206574426,EV,901,Clean,Clean,Clean
329,,1201,6,0,1,1,0.246355529071865,0,904,Not Evaluated,Clean,Clean
330,,1202,6,0,1,1,0.062516570868542,0,905,Not Evaluated,Clean,Clean
331,,1204,6,2,1,1,0.21625649120697,EV,905,Somewhat Clean,Clean,Clean
332,,1208,6,0,1,1,0.03643057864566,0,915,Not Evaluated,Clean,Clean
333,,1211,6,1,1,1,0.052065074938373,EV,923,Clean,Clean,Clean
334,,1212,6,1,1,1,0.039631247870893,EV,931,Clean,Clean,Clean
335,,1215,4,1,1,1,0.033576335764875,EV,964,Clean,Clean,Clean
336,,1218,5,0,1,1,0.214382056059798,0,991,Not Evaluated,Clean,Clean
337,,1220,4,0,1,1,0.156246522093335,0,991,Not Evaluated,Clean,Clean
338,,1221,4,0,1,1,0.060305354528269,0,991,Not Evaluated,Clean,Clean
339,,1222,4,0,1,1,0.140632489579365,0,991,Not Evaluated,Clean,Clean
340,,1223,4,0,1,1,0.099106233108134,0,991,Not Evaluated,Clean,Clean
