SegmentID,District
45539,7
45541,7
45548,7
45560,7
45572,7
45573,7
45580,7
45583,7
45589,7
45591,7
45601,7
45602,7
45603,7
45614,7
45615,7
45627,7
45628,7
45674,7
45697,7
45701,7
45707,7
45709,7
45711,7
45712,7
45715,7
45718,7
45719,7
45728,7
45746,7
45747,7
45748,7
45749,7
45764,7
45770,7
45771,7
45850,7
45852,7
45854,7
45855,7
45862,7
45863,7
45879,7
45897,7
45898,7
45902,7
45903,7
45904,7
45914,7
45917,7
45922,7
45939,7
45944,7
45946,7
45951,7
45962,7
45991,7
45993,7
46003,7
46005,7
46006,7
46026,7
46032,7
46033,7
46067,7
46068,7
46069,7
46070,7
46071,7
46072,7
46073,7
46076,7
46084,7
46085,7
46086,7
46087,7
46088,7
46090,7
46091,7
46093,7
46096,7
46121,7
46122,7
46123,7
46124,7
46126,7
46127,7
46128,7
46129,7
46138,7
46142,7
46146,7
46152,7
46154,7
46155,7
46156,7
46159,7
46160,7
46162,7
46163,7
46164,7
46168,7
46173,7
46193,7
46210,7
46211,7
46212,7
46214,7
46240,7
46244,7
46247,7
46271,7
46272,7
46273,7
46479,7
1771,12
1772,12
1773,12
1774,12
1775,12
1776,12
1777,12
1778,12
1779,12
1780,12
1781,12
1782,12
1783,12
1785,12
1786,12
1788,12
1789,12
1791,12
1792,12
1793,12
1797,12
1798,12
1799,12
1800,12
1802,12
1804,12
1806,12
1807,12
1808,12
1809,12
1810,12
1811,12
1815,12
1816,12
1817,12
1818,12
1819,12
1820,12
1822,12
1823,12
1824,12
1825,12
1826,12
1827,12
1828,12
1831,12
1835,12
1836,12
1837,12
1838,12
1841,12
1842,12
1843,12
1846,12
1851,12
1852,12
1853,12
2011,12
2012,12
2013,12
2014,12
2015,12
2016,12
2017,12
2018,12
2019,12
2020,12
2021,12
2022,12
2023,12
2024,12
2026,12
2027,12
2029,12
2030,12
2032,12
2034,12
2114,12
2943,12
3129,12
3230,12
3231,12
3621,12
4036,12
4148,12
4160,12
4261,12
4456,12
4800,12
4962,12
5007,12
5154,12
5219,12
5303,12
5962,12
6102,12
6400,12
6796,12
7116,12
7546,12
7729,12
7797,12
7858,12
7859,12
7861,12
7958,12
7959,12
8012,12
8166,12
8257,12
8594,12
10388,12
10571,12
10607,12
10631,12
11011,12
11131,12
11282,12
11383,12
11918,12
12227,12
12678,12
12742,12
12874,12
12971,12
13077,12
13311,12
13599,12
13636,12
13805,12
13916,12
13965,12
14117,12
14130,12
14229,12
14353,12
14576,12
15282,12
15291,12
15292,12
15379,12
15541,12
15542,12
15915,12
16490,12
16515,12
16519,12
16530,12
16756,12
16769,12
16979,12
17223,12
17287,12
17797,12
18039,12
18085,12
18086,12
18226,12
18336,12
18450,12
18480,12
18498,12
18649,12
18768,12
18866,12
18903,12
19036,12
19200,12
19652,12
19757,12
19916,12
19974,12
20884,12
20986,12
21023,12
21024,12
21045,12
21046,12
21047,12
21094,12
21095,12
21098,12
21202,12
21309,12
21455,12
21706,12
21715,12
21716,12
21899,12
22045,12
22046,12
22283,12
24541,12
24544,12
24944,12
25328,12
25409,12
26554,12
26650,12
26676,12
26845,12
27008,12
27131,12
27395,12
27623,12
28083,12
28120,12
28121,12
28214,12
30112,12
30179,12
30233,12
30393,12
30477,12
30583,12
30712,12
30922,12
30924,12
32277,12
32350,12
32598,12
32599,12
32656,12
32830,12
32979,12
33028,12
33037,12
33110,12
33118,12
33120,12
33138,12
33139,12
33145,12
33149,12
33166,12
33211,12
33213,12
33215,12
33570,12
33655,12
33657,12
33836,12
34085,12
34087,12
34088,12
34091,12
34092,12
34094,12
34100,12
37686,12
37688,12
37692,12
37693,12
38704,12
38710,12
38711,12
38712,12
38715,12
38750,12
38776,12
38796,12
38802,12
38811,12
38867,12
40158,12
40214,12
41501,12
41528,12
41530,12
41531,12
41532,12
41534,12
41577,12
41579,12
41602,12
41611,12
41613,12
41614,12
41615,12
41627,12
41653,12
41654,12
41670,12
42893,12
42924,12
42926,12
42931,12
42932,12
42934,12
42985,12
43016,12
43018,12
43019,12
43023,12
43064,12
43089,12
43120,12
43126,12
43141,12
44406,12
44732,12
44733,12
44734,12
44735,12
44736,12
44737,12
44739,12
44740,12
44741,12
44742,12
44743,12
44818,12
44829,12
44831,12
44835,12
44836,12
44849,12
44855,12
44861,12
44865,12
44866,12
44867,12
44868,12
44869,12
44884,12
44893,12
44903,12
44906,12
44907,12
44916,12
44917,12
44935,12
44937,12
44943,12
44949,12
44950,12
44955,12
44963,12
44988,12
44993,12
44994,12
44995,12
44996,12
44998,12
45005,12
45012,12
45023,12
45038,12
45042,12
45050,12
45051,12
45075,12
45080,12
45086,12
45091,12
45092,12
45093,12
45094,12
45095,12
45096,12
45097,12
45098,12
45099,12
45111,12
45117,12
45121,12
45124,12
45138,12
45139,12
45168,12
45169,12
45170,12
45171,12
45172,12
45181,12
45187,12
45188,12
45195,12
45199,12
45200,12
45201,12
45202,12
45203,12
45204,12
45205,12
45213,12
45215,12
45218,12
45225,12
45240,12
45244,12
45246,12
45247,12
45253,12
45256,12
45257,12
45263,12
45264,12
45265,12
45275,12
45276,12
45283,12
45289,12
45292,12
45293,12
45294,12
45295,12
45296,12
45303,12
45307,12
45312,12
45314,12
45320,12
45321,12
45322,12
45323,12
45324,12
45325,12
45331,12
45333,12
45336,12
45349,12
45351,12
45352,12
45354,12
45355,12
45381,12
45389,12
45391,12
45406,12
45412,12
45414,12
45426,12
45428,12
45437,12
45440,12
45441,12
45442,12
45454,12
45455,12
45470,12
45477,12
45479,12
45480,12
45481,12
45482,12
45521,12
45547,12
45550,12
45553,12
45555,12
45559,12
45571,12
45574,12
45576,12
45578,12
45581,12
45582,12
45590,12
45598,12
45620,12
45621,12
45624,12
45637,12
45639,12
45641,12
45642,12
45643,12
45668,12
45669,12
45672,12
45673,12
45687,12
45688,12
45689,12
45698,12
45720,12
45726,12
45727,12
45729,12
45732,12
45737,12
45738,12
45739,12
45769,12
45834,12
45836,12
45841,12
45844,12
45845,12
45846,12
45847,12
45848,12
45849,12
45853,12
45859,12
45860,12
45861,12
45864,12
45865,12
45867,12
45868,12
45869,12
45870,12
45871,12
45872,12
45873,12
45874,12
45875,12
45877,12
45878,12
45880,12
45883,12
45891,12
45893,12
45894,12
45895,12
45896,12
45905,12
45906,12
45919,12
45935,12
45938,12
45960,12
45981,12
45985,12
45986,12
45988,12
45990,12
45995,12
45996,12
45997,12
45998,12
45999,12
46000,12
46001,12
46002,12
46022,12
46023,12
46030,12
46031,12
46034,12
46035,12
46038,12
46041,12
46044,12
46047,12
46048,12
46055,12
46056,12
46059,12
46060,12
46064,12
46066,12
46074,12
46092,12
46131,12
46137,12
46139,12
46161,12
46165,12
46175,12
46198,12
46213,12
46216,12
46217,12
46218,12
46219,12
46220,12
46221,12
46222,12
46226,12
46228,12
46230,12
46236,12
46237,12
46238,12
46239,12
46241,12
46242,12
46243,12
46245,12
46246,12
46251,12
46253,12
46254,12
46255,12
46258,12
46259,12
46260,12
46261,12
46262,12
46263,12
46264,12
46265,12
46266,12
46267,12
46268,12
46280,12
46438,12
46448,12
1201,6
1202,6
1208,6
1737,6
2718,6
3018,6
5319,6
5419,6
7720,6
10287,6
10434,6
10438,6
11289,6
11321,6
12388,6
12648,6
14059,6
15102,6
15346,6
15676,6
16956,6
17820,6
18341,6
18342,6
18556,6
18573,6
18576,6
19569,6
19666,6
19958,6
20701,6
21048,6
26773,6
27055,6
28297,6
29996,6
30231,6
30242,6
30735,6
30934,6
30936,6
30938,6
31220,6
31675,6
31775,6
32996,6
33057,6
33064,6
33114,6
33135,6
33147,6
33165,6
33483,6
33639,6
33673,6
33681,6
33698,6
33712,6
33736,6
33765,6
33766,6
34181,6
34187,6
34202,6
34232,6
34239,6
37701,6
37793,6
37794,6
38798,6
38888,6
40209,6
40236,6
40379,6
40393,6
41536,6
41731,6
41790,6
43025,6
43101,6
43162,6
44648,6
44887,6
44940,6
44961,6
45109,6
45113,6
45154,6
45231,6
45474,6
45506,6
45512,6
45974,6
46036,6
46117,6
46120,6
46135,6
46524,6
1239,3
1258,3
1856,3
1857,3
1859,3
1860,3
1861,3
1862,3
1863,3
1864,3
1865,3
1866,3
1867,3
1868,3
2036,3
2038,3
2039,3
2040,3
2041,3
2042,3
2043,3
2044,3
2045,3
2046,3
2047,3
2048,3
2049,3
2050,3
2051,3
2126,3
2130,3
2131,3
2132,3
2133,3
2139,3
2140,3
2141,3
2142,3
2143,3
2144,3
2145,3
2146,3
2147,3
2148,3
2149,3
2150,3
2151,3
2152,3
2154,3
2156,3
2157,3
2158,3
2159,3
2160,3
2161,3
2162,3
2163,3
2164,3
2165,3
2166,3
2167,3
2168,3
2169,3
2170,3
2171,3
2172,3
2173,3
2174,3
2175,3
2176,3
2177,3
2178,3
2179,3
2181,3
2182,3
2183,3
2184,3
2185,3
2186,3
2187,3
2188,3
2190,3
2191,3
2194,3
2197,3
2198,3
2199,3
2620,3
2827,3
2838,3
3026,3
3154,3
3159,3
3162,3
3591,3
3592,3
3626,3
4063,3
4064,3
4065,3
4066,3
4917,3
4990,3
5059,3
5192,3
5284,3
5424,3
5425,3
5519,3
5569,3
5604,3
5687,3
5947,3
5948,3
5949,3
5986,3
6347,3
6424,3
6980,3
7208,3
7209,3
7210,3
7211,3
7212,3
7215,3
7216,3
7238,3
7465,3
7466,3
7467,3
7723,3
7955,3
8031,3
8032,3
8256,3
8319,3
8392,3
8477,3
9788,3
9918,3
9970,3
10061,3
10443,3
10808,3
10827,3
10977,3
10996,3
10997,3
10998,3
11107,3
11399,3
11802,3
11973,3
12288,3
12605,3
12829,3
12974,3
13200,3
13201,3
13202,3
13543,3
13591,3
13744,3
13745,3
14116,3
14931,3
14932,3
14940,3
15413,3
15900,3
15923,3
15937,3
16159,3
16161,3
16200,3
16293,3
17373,3
17522,3
17539,3
17561,3
17568,3
17793,3
18692,3
18854,3
18961,3
19645,3
19801,3
20439,3
20473,3
20757,3
21004,3
21104,3
21133,3
21151,3
21470,3
21571,3
21782,3
21884,3
21891,3
24475,3
24658,3
24659,3
25458,3
25581,3
25659,3
25907,3
25908,3
26004,3
26142,3
26143,3
26144,3
26145,3
26146,3
26147,3
26223,3
26284,3
26367,3
26437,3
26442,3
26521,3
26860,3
26898,3
26919,3
27553,3
28094,3
30132,3
30202,3
30440,3
30476,3
30573,3
30739,3
30745,3
30812,3
30898,3
30949,3
30996,3
31052,3
31283,3
31343,3
31479,3
31613,3
31940,3
31943,3
32353,3
32679,3
33539,3
33541,3
33602,3
33614,3
33629,3
33813,3
34230,3
34315,3
34539,3
34540,3
34544,3
37814,3
38929,3
39000,3
39011,3
39013,3
39019,3
40315,3
40374,3
40375,3
40521,3
41696,3
43108,3
43188,3
43297,3
44490,3
44746,3
44747,3
44748,3
44749,3
44750,3
44751,3
44752,3
44753,3
44754,3
44755,3
44756,3
44757,3
44758,3
44759,3
44760,3
44761,3
44762,3
44763,3
44764,3
44765,3
44766,3
44767,3
44768,3
44769,3
44770,3
44772,3
44773,3
44774,3
44775,3
44776,3
44777,3
44778,3
44779,3
44780,3
44781,3
44782,3
44783,3
44785,3
44786,3
44787,3
44788,3
44789,3
44790,3
44791,3
44792,3
44793,3
44794,3
44795,3
44796,3
44862,3
44913,3
44941,3
44962,3
45026,3
45112,3
45229,3
45269,3
45395,3
45452,3
45476,3
45499,3
45517,3
45530,3
45564,3
45682,3
45779,3
45953,3
46179,3
46215,3
46289,3
1234,2
1606,2
1611,2
1618,2
2931,2
4286,2
6676,2
6840,2
6912,2
7024,2
7448,2
7522,2
7523,2
9876,2
10294,2
10765,2
10767,2
10770,2
10771,2
10773,2
12131,2
13691,2
13792,2
14017,2
14086,2
14225,2
14855,2
14861,2
17379,2
18211,2
18259,2
19010,2
19068,2
19117,2
19139,2
19196,2
20897,2
21293,2
21657,2
21855,2
24983,2
25121,2
25333,2
26116,2
26138,2
26139,2
26140,2
26261,2
26423,2
26476,2
26826,2
27607,2
27609,2
27884,2
27888,2
27889,2
27890,2
27911,2
27923,2
27939,2
27940,2
27941,2
27942,2
27943,2
27948,2
27952,2
27953,2
27954,2
27958,2
27959,2
27960,2
27961,2
27962,2
27963,2
27964,2
27990,2
27991,2
27992,2
27993,2
27994,2
27995,2
27996,2
27999,2
28002,2
28159,2
28160,2
30969,2
30970,2
30971,2
30974,2
30975,2
30976,2
31030,2
31273,2
32690,2
33276,2
33702,2
33810,2
33878,2
33879,2
33955,2
33960,2
34163,2
34164,2
34169,2
34175,2
34258,2
34259,2
34288,2
34325,2
34337,2
34373,2
34438,2
34473,2
34496,2
34595,2
34602,2
34627,2
34654,2
38756,2
38824,2
38841,2
38907,2
38911,2
38934,2
38982,2
38983,2
38987,2
38994,2
39044,2
39048,2
40371,2
40437,2
40452,2
40509,2
41675,2
41715,2
41771,2
41809,2
41851,2
43214,2
43229,2
43236,2
43260,2
43288,2
44665,2
44666,2
44667,2
44668,2
44669,2
44670,2
44671,2
44672,2
44673,2
44674,2
44675,2
44676,2
44677,2
44678,2
44679,2
44680,2
44681,2
44682,2
44719,2
44720,2
44721,2
44722,2
44723,2
44724,2
44725,2
44726,2
44727,2
44728,2
44729,2
45062,2
45507,2
45514,2
45542,2
45558,2
45708,2
45781,2
45856,2
45933,2
46042,2
46045,2
46051,2
46052,2
46065,2
46075,2
46125,2
46133,2
46153,2
46285,2
46422,2
864,5
956,5
957,5
958,5
959,5
960,5
961,5
962,5
963,5
964,5
965,5
966,5
969,5
971,5
972,5
975,5
976,5
977,5
978,5
983,5
984,5
985,5
986,5
987,5
988,5
989,5
1000,5
1001,5
1004,5
1006,5
1007,5
1008,5
1218,5
1253,5
1254,5
1261,5
1262,5
1266,5
1272,5
1462,5
1464,5
3112,5
3165,5
3566,5
4202,5
4205,5
4211,5
4245,5
4530,5
4541,5
4545,5
4879,5
5398,5
5642,5
6096,5
6783,5
10234,5
10237,5
10243,5
10326,5
10416,5
11746,5
12359,5
12837,5
13542,5
14946,5
15864,5
16260,5
16386,5
17037,5
17368,5
17369,5
17370,5
17445,5
17525,5
17541,5
18414,5
19706,5
19736,5
20447,5
20794,5
22059,5
22202,5
22203,5
22532,5
25143,5
25446,5
25849,5
25851,5
25852,5
25853,5
25855,5
25959,5
25991,5
26025,5
26037,5
26134,5
26604,5
27440,5
27683,5
27998,5
31035,5
31483,5
33248,5
34356,5
34391,5
34419,5
34424,5
34426,5
34447,5
34680,5
34753,5
34796,5
34965,5
35174,5
35440,5
35784,5
35863,5
35864,5
37882,5
37962,5
37972,5
37978,5
38093,5
38966,5
39411,5
40439,5
40581,5
41312,5
41553,5
42235,5
42716,5
43219,5
43223,5
43226,5
44525,5
44528,5
44530,5
44532,5
44533,5
44534,5
44535,5
44537,5
44539,5
44540,5
44541,5
44542,5
44543,5
44544,5
44545,5
44546,5
44611,5
44641,5
44642,5
44644,5
44646,5
44654,5
44814,5
44830,5
44839,5
44840,5
44841,5
44850,5
44851,5
44852,5
44853,5
44885,5
44908,5
44909,5
44910,5
44914,5
44945,5
44947,5
44948,5
44956,5
45003,5
45010,5
45017,5
45018,5
45029,5
45030,5
45031,5
45032,5
45033,5
45034,5
45035,5
45048,5
45053,5
45054,5
45058,5
45070,5
45071,5
45072,5
45110,5
45115,5
45126,5
45127,5
45129,5
45153,5
45165,5
45175,5
45185,5
45209,5
45226,5
45266,5
45287,5
45288,5
45299,5
45306,5
45308,5
45328,5
45356,5
45385,5
45386,5
45402,5
45434,5
45443,5
45446,5
45458,5
45484,5
45487,5
45488,5
45497,5
45498,5
45554,5
45569,5
45570,5
45575,5
45579,5
45676,5
45677,5
45678,5
45710,5
45725,5
45733,5
45767,5
45775,5
45795,5
45806,5
45833,5
45884,5
45907,5
45908,5
45911,5
45920,5
45926,5
45930,5
45931,5
45932,5
45976,5
45978,5
45982,5
45984,5
45992,5
46025,5
46040,5
46094,5
46119,5
46132,5
46136,5
46144,5
46180,5
46181,5
46182,5
46183,5
46184,5
46186,5
46187,5
46188,5
46189,5
46190,5
46225,5
46233,5
46315,5
46389,5
46423,5
46489,5
46533,5
818,4
822,4
824,4
825,4
828,4
829,4
830,4
1220,4
1221,4
1222,4
1223,4
1224,4
1225,4
1227,4
1229,4
1230,4
1623,4
1627,4
3503,4
3536,4
3909,4
4163,4
4379,4
4526,4
4533,4
4539,4
4540,4
4544,4
5103,4
5110,4
5234,4
5308,4
5462,4
5471,4
6030,4
6085,4
6443,4
6456,4
6637,4
6726,4
6745,4
7172,4
8307,4
8335,4
8659,4
10010,4
10869,4
11147,4
11363,4
11638,4
12171,4
12318,4
12839,4
13048,4
13129,4
13130,4
13429,4
13440,4
13652,4
14333,4
14375,4
14382,4
14456,4
14457,4
14746,4
15221,4
15288,4
15304,4
15563,4
15640,4
16055,4
16556,4
17321,4
17322,4
17570,4
17910,4
18198,4
18224,4
18684,4
18686,4
18716,4
18769,4
18855,4
19043,4
19407,4
19488,4
19554,4
19737,4
19740,4
19920,4
20326,4
20441,4
20639,4
21160,4
21800,4
21859,4
22111,4
22158,4
23162,4
23659,4
23662,4
24403,4
25192,4
25635,4
26131,4
26242,4
26533,4
26758,4
26775,4
26829,4
27402,4
27562,4
29377,4
29974,4
29975,4
29976,4
30305,4
30331,4
30469,4
30488,4
30497,4
30569,4
30584,4
30644,4
30645,4
31284,4
31630,4
31637,4
32852,4
32854,4
33910,4
33911,4
33966,4
34264,4
34307,4
34330,4
34342,4
34368,4
34408,4
34423,4
34575,4
34578,4
34579,4
34580,4
34588,4
34678,4
34679,4
34713,4
34714,4
34916,4
34936,4
35152,4
35153,4
35162,4
35163,4
37817,4
37854,4
38952,4
38968,4
39066,4
39075,4
39085,4
40484,4
40494,4
40505,4
40525,4
40601,4
41842,4
41891,4
41925,4
42044,4
42046,4
43205,4
43238,4
43243,4
43313,4
43319,4
43320,4
43354,4
43488,4
44549,4
44550,4
44551,4
44552,4
44553,4
44554,4
44555,4
44557,4
44558,4
44559,4
44560,4
44561,4
44562,4
44563,4
44564,4
44649,4
44650,4
44651,4
44819,4
44918,4
44919,4
44920,4
44921,4
44922,4
44923,4
44924,4
44931,4
44932,4
45028,4
45060,4
45063,4
45064,4
45065,4
45066,4
45067,4
45068,4
45069,4
45101,4
45102,4
45103,4
45104,4
45105,4
45106,4
45107,4
45114,4
45137,4
45143,4
45144,4
45228,4
45237,4
45238,4
45280,4
45300,4
45348,4
45382,4
45384,4
45393,4
45394,4
45408,4
45409,4
45411,4
45444,4
45445,4
45463,4
45465,4
45467,4
45483,4
45490,4
45528,4
45534,4
45535,4
45543,4
45552,4
45777,4
45782,4
45783,4
45784,4
45796,4
45797,4
45798,4
45799,4
45800,4
45801,4
45802,4
45803,4
45804,4
45808,4
45809,4
45811,4
45812,4
45813,4
45815,4
45816,4
45817,4
45822,4
45823,4
45824,4
45825,4
45826,4
45832,4
46113,4
46114,4
46115,4
46140,4
46147,4
46148,4
46149,4
46150,4
46174,4
46318,4
848,13
1274,13
1276,13
1277,13
1316,13
1317,13
1318,13
1319,13
1320,13
1321,13
1322,13
1323,13
1324,13
1325,13
1326,13
1327,13
1328,13
1329,13
1330,13
1331,13
1332,13
1333,13
1334,13
1335,13
1336,13
1337,13
1338,13
1339,13
1340,13
1341,13
1342,13
1343,13
1344,13
1345,13
1346,13
1347,13
1348,13
1349,13
1350,13
1351,13
1352,13
1353,13
1354,13
1355,13
1356,13
1357,13
1358,13
1359,13
1360,13
1361,13
1362,13
1363,13
1364,13
1981,13
2484,13
3183,13
3359,13
3580,13
5002,13
5004,13
6149,13
6150,13
6151,13
7368,13
7370,13
8145,13
10455,13
10711,13
13709,13
14640,13
15233,13
15483,13
15484,13
15495,13
15496,13
15788,13
16154,13
17119,13
17240,13
17435,13
17438,13
17442,13
17695,13
17816,13
17838,13
18073,13
18332,13
18581,13
18965,13
19153,13
20769,13
22145,13
24903,13
24978,13
26360,13
26363,13
28232,13
28258,13
28260,13
28924,13
30226,13
30268,13
31320,13
32875,13
32904,13
32911,13
33329,13
33922,13
34705,13
34706,13
34737,13
34739,13
34814,13
34836,13
34883,13
34884,13
34889,13
34897,13
34923,13
34957,13
34959,13
34960,13
34961,13
34985,13
35064,13
35136,13
35141,13
35166,13
35170,13
37667,13
38760,13
39100,13
39238,13
39274,13
40000,13
40006,13
40489,13
40596,13
40617,13
40626,13
40645,13
40672,13
41929,13
41950,13
41953,13
41955,13
41958,13
41981,13
41996,13
42005,13
42033,13
42036,13
42037,13
42051,13
42999,13
43350,13
43373,13
43389,13
43400,13
43402,13
43404,13
43415,13
43420,13
43427,13
43428,13
43429,13
43431,13
43460,13
43491,13
44409,13
44475,13
45189,13
45214,13
45340,13
45419,13
45420,13
45421,13
45422,13
45423,13
45424,13
45489,13
45527,13
46004,13
46007,13
46302,13
9,14
10,14
13,14
15,14
16,14
20,14
124,14
153,14
160,14
191,14
192,14
193,14
206,14
207,14
209,14
228,14
230,14
231,14
233,14
234,14
236,14
238,14
248,14
1280,14
1281,14
1283,14
1285,14
1286,14
1287,14
1291,14
1295,14
1443,14
2815,14
2818,14
3254,14
4060,14
4062,14
4666,14
4812,14
4914,14
5090,14
5116,14
5410,14
5411,14
5434,14
5573,14
5630,14
5698,14
5741,14
5742,14
5743,14
5744,14
5745,14
6033,14
6148,14
6368,14
6596,14
6597,14
6598,14
7717,14
8062,14
8221,14
8551,14
8859,14
8874,14
8877,14
8924,14
8931,14
9222,14
9223,14
9434,14
9491,14
9502,14
9588,14
9594,14
9644,14
9645,14
9682,14
9696,14
9715,14
9716,14
9750,14
9793,14
9875,14
9969,14
9980,14
10238,14
10336,14
10425,14
10730,14
10855,14
11162,14
11275,14
11483,14
12357,14
12858,14
12885,14
12886,14
12949,14
12951,14
13538,14
13586,14
13887,14
14181,14
14267,14
14404,14
14599,14
14829,14
15014,14
15806,14
15882,14
16280,14
16448,14
16626,14
16872,14
16950,14
17076,14
17078,14
17184,14
17647,14
17648,14
18026,14
18029,14
18200,14
18354,14
18355,14
18463,14
18893,14
19026,14
19027,14
19142,14
19166,14
19366,14
19367,14
19719,14
20459,14
20460,14
20461,14
20462,14
20465,14
20565,14
20569,14
20571,14
20572,14
20588,14
20962,14
21069,14
21070,14
21145,14
21146,14
21181,14
21182,14
21184,14
21364,14
21573,14
21698,14
21699,14
21773,14
21886,14
22077,14
22143,14
22315,14
22691,14
22847,14
22904,14
23087,14
23129,14
23130,14
23539,14
23632,14
23633,14
23693,14
24383,14
24384,14
24626,14
25539,14
26343,14
26587,14
26687,14
26931,14
27917,14
27945,14
27946,14
27956,14
27957,14
28091,14
28286,14
29085,14
29788,14
30131,14
30208,14
30462,14
30555,14
30577,14
30630,14
30929,14
30930,14
31120,14
31378,14
31661,14
31662,14
31815,14
31880,14
31883,14
32249,14
32560,14
32561,14
32723,14
32752,14
32766,14
32782,14
32789,14
32794,14
32800,14
32806,14
32877,14
32889,14
33342,14
33360,14
33390,14
33977,14
33985,14
33986,14
34105,14
34107,14
34111,14
34119,14
34125,14
34130,14
34593,14
34603,14
34613,14
34625,14
34638,14
34657,14
34661,14
34674,14
34709,14
34775,14
34788,14
34803,14
35093,14
35104,14
35149,14
35306,14
35307,14
35313,14
35317,14
35322,14
35327,14
35328,14
35330,14
35338,14
35341,14
35371,14
35403,14
35407,14
35504,14
35539,14
35541,14
35552,14
35567,14
35590,14
35621,14
35625,14
35632,14
35637,14
35646,14
35655,14
35656,14
35661,14
35665,14
35667,14
35669,14
35678,14
35688,14
35689,14
35695,14
35702,14
35706,14
35721,14
35731,14
35737,14
35743,14
35767,14
35778,14
35813,14
35866,14
35891,14
35912,14
35916,14
